0.0665 0.0000 1.00000e+00
0.0671 0.0000 1.00000e+00
0.0677 0.0000 1.00000e+00
0.0682 0.0000 1.00000e+00
0.0688 0.0000 1.00000e+00
0.0693 0.0000 1.00000e+00
0.0699 0.0000 1.00000e+00
0.0704 0.0000 1.00000e+00
0.0709 0.0000 1.00000e+00
0.0715 0.0000 1.00000e+00
0.0721 0.0000 1.00000e+00
0.0726 0.0000 1.00000e+00
0.0732 0.0000 1.00000e+00
0.0737 0.0000 1.00000e+00
0.0743 0.0000 1.00000e+00
0.0748 0.0000 1.00000e+00
0.0754 0.0000 1.00000e+00
0.0759 0.0000 1.00000e+00
0.0765 0.0000 1.00000e+00
0.0770 0.0000 1.00000e+00
0.0776 0.0000 1.00000e+00
0.0781 0.0000 1.00000e+00
0.0787 0.0000 1.00000e+00
0.0792 0.0000 1.00000e+00
0.0798 0.0000 1.00000e+00
0.0803 0.0000 1.00000e+00
0.0809 0.0000 1.00000e+00
0.0814 0.0000 1.00000e+00
0.0820 0.0000 1.00000e+00
0.0825 0.0000 1.00000e+00
0.0830 0.0000 1.00000e+00
0.0836 0.0000 1.00000e+00
0.0842 0.0000 1.00000e+00
0.0847 0.0000 1.00000e+00
0.0853 0.0000 1.00000e+00
0.0858 0.0000 1.00000e+00
0.0864 0.0000 1.00000e+00
0.0869 0.0000 1.00000e+00
0.0874 0.0000 1.00000e+00
0.0880 0.0000 1.00000e+00
0.0886 0.0000 1.00000e+00
0.0891 0.0000 1.00000e+00
0.0897 0.0000 1.00000e+00
0.0902 0.0000 1.00000e+00
0.0908 0.0000 1.00000e+00
0.0913 0.0000 1.00000e+00
0.0919 0.0000 1.00000e+00
0.0924 0.0000 1.00000e+00
0.0930 0.0000 1.00000e+00
0.0935 0.0000 1.00000e+00
0.0941 0.0000 1.00000e+00
0.0946 0.0000 1.00000e+00
0.0952 0.0000 1.00000e+00
0.0957 0.0000 1.00000e+00
0.0963 0.0000 1.00000e+00
0.0968 0.0000 1.00000e+00
0.0974 0.0000 1.00000e+00
0.0979 0.0000 1.00000e+00
0.0985 0.0000 1.00000e+00
0.0990 0.0000 1.00000e+00
0.0995 0.0000 1.00000e+00
0.1001 0.0000 1.00000e+00
0.1007 0.0000 1.00000e+00
0.1012 0.0000 1.00000e+00
0.1018 0.0000 1.00000e+00
0.1023 0.0000 1.00000e+00
0.1029 0.0000 1.00000e+00
0.1034 0.0000 1.00000e+00
0.1040 0.0000 1.00000e+00
0.1045 0.0000 1.00000e+00
0.1051 0.0000 1.00000e+00
0.1056 0.0000 1.00000e+00
0.1062 0.0000 1.00000e+00
0.1067 0.0000 1.00000e+00
0.1073 0.0000 1.00000e+00
0.1078 0.0000 1.00000e+00
0.1084 0.0000 1.00000e+00
0.1089 0.0000 1.00000e+00
0.1095 0.0000 1.00000e+00
0.1100 0.0000 1.00000e+00
0.0000 0.0050 1.00000e+00
0.0006 0.0050 1.00000e+00
0.0011 0.0050 1.00000e+00
0.0016 0.0050 1.00000e+00
0.0022 0.0050 1.00000e+00
0.0028 0.0050 1.00000e+00
0.0033 0.0050 1.00000e+00
0.0039 0.0050 1.00000e+00
0.0044 0.0050 1.00000e+00
0.0050 0.0050 1.00000e+00
0.0055 0.0050 1.00000e+00
0.0061 0.0050 1.00000e+00
0.0066 0.0050 1.00000e+00
0.0072 0.0050 1.00000e+00
0.0077 0.0050 1.00000e+00
0.0083 0.0050 1.00000e+00
0.0088 0.0050 1.00000e+00
0.0094 0.0050 1.00000e+00
0.0099 0.0050 1.00000e+00
0.0105 0.0050 1.00000e+00
0.0110 0.0050 1.00000e+00
0.0116 0.0050 1.00000e+00
0.0121 0.0050 1.00000e+00
0.0127 0.0050 1.00000e+00
0.0132 0.0050 1.00000e+00
0.0138 0.0050 1.00000e+00
0.0143 0.0050 1.00000e+00
0.0149 0.0050 1.00000e+00
0.0154 0.0050 1.00000e+00
0.0160 0.0050 1.00000e+00
0.0165 0.0050 1.00000e+00
0.0171 0.0050 1.00000e+00
0.0176 0.0050 1.00000e+00
0.0181 0.0050 1.00000e+00
0.0187 0.0050 1.00000e+00
0.0192 0.0050 1.00000e+00
0.0198 0.0050 1.00000e+00
0.0204 0.0050 1.00000e+00
0.0209 0.0050 1.00000e+00
0.0215 0.0050 1.00000e+00
0.0220 0.0050 1.00000e+00
0.0226 0.0050 1.00000e+00
0.0231 0.0050 1.00000e+00
0.0237 0.0050 1.00000e+00
0.0242 0.0050 1.00000e+00
0.0248 0.0050 1.00000e+00
0.0253 0.0050 1.00000e+00
0.0259 0.0050 1.00000e+00
0.0264 0.0050 1.00000e+00
0.0270 0.0050 1.00000e+00
0.0275 0.0050 1.00000e+00
0.0281 0.0050 1.00000e+00
0.0286 0.0050 1.00000e+00
0.0292 0.0050 1.00000e+00
0.0297 0.0050 1.00000e+00
0.0303 0.0050 1.00000e+00
0.0308 0.0050 1.00000e+00
0.0314 0.0050 1.00000e+00
0.0319 0.0050 1.00000e+00
0.0324 0.0050 1.00000e+00
0.0330 0.0050 1.00000e+00
0.0336 0.0050 1.00000e+00
0.0341 0.0050 1.00000e+00
0.0347 0.0050 1.00000e+00
0.0352 0.0050 1.00000e+00
0.0358 0.0050 1.00000e+00
0.0363 0.0050 1.00000e+00
0.0369 0.0050 1.00000e+00
0.0374 0.0050 1.00000e+00
0.0380 0.0050 1.00000e+00
0.0385 0.0050 1.00000e+00
0.0391 0.0050 1.00000e+00
0.0396 0.0050 1.00000e+00
0.0402 0.0050 1.00000e+00
0.0407 0.0050 1.00000e+00
0.0413 0.0050 1.00000e+00
0.0418 0.0050 1.00000e+00
0.0424 0.0050 1.00000e+00
0.0429 0.0050 1.00000e+00
0.0435 0.0050 1.00000e+00
0.0440 0.0050 1.00000e+00
0.0445 0.0050 1.00000e+00
0.0451 0.0050 1.00000e+00
0.0457 0.0050 1.00000e+00
0.0462 0.0050 1.00000e+00
0.0467 0.0050 1.00000e+00
0.0473 0.0050 1.00000e+00
0.0479 0.0050 1.00000e+00
0.0484 0.0050 1.00000e+00
0.0490 0.0050 1.00000e+00
0.0495 0.0050 1.00000e+00
0.0501 0.0050 1.00000e+00
0.0506 0.0050 1.00000e+00
0.0512 0.0050 1.00000e+00
0.0517 0.0050 1.00000e+00
0.0523 0.0050 1.00000e+00
0.0528 0.0050 1.00000e+00
0.0534 0.0050 1.00000e+00
0.0539 0.0050 1.00000e+00
0.0545 0.0050 1.00000e+00
0.0550 0.0050 1.00000e+00
0.0556 0.0050 1.00000e+00
0.0561 0.0050 1.00000e+00
0.0567 0.0050 1.00000e+00
0.0572 0.0050 1.00000e+00
0.0578 0.0050 1.00000e+00
0.0583 0.0050 1.00000e+00
0.0589 0.0050 1.00000e+00
0.0594 0.0050 1.00000e+00
0.0600 0.0050 1.00000e+00
0.0605 0.0050 1.00000e+00
0.0611 0.0050 1.00000e+00
0.0616 0.0050 1.00000e+00
0.0622 0.0050 1.00000e+00
0.0627 0.0050 1.00000e+00
0.0633 0.0050 1.00000e+00
0.0638 0.0050 1.00000e+00
0.0644 0.0050 1.00000e+00
0.0649 0.0050 1.00000e+00
0.0655 0.0050 1.00000e+00
0.0660 0.0050 1.00000e+00
0.0665 0.0050 1.00000e+00
0.0671 0.0050 1.00000e+00
0.0677 0.0050 1.00000e+00
0.0682 0.0050 1.00000e+00
0.0688 0.0050 1.00000e+00
0.0693 0.0050 1.00000e+00
0.0699 0.0050 1.00000e+00
0.0704 0.0050 1.00000e+00
0.0709 0.0050 1.00000e+00
0.0715 0.0050 1.00000e+00
0.0721 0.0050 1.00000e+00
0.0726 0.0050 1.00000e+00
0.0732 0.0050 1.00000e+00
0.0737 0.0050 1.00000e+00
0.0743 0.0050 1.00000e+00
0.0748 0.0050 1.00000e+00
0.0754 0.0050 1.00000e+00
0.0759 0.0050 1.00000e+00
0.0765 0.0050 1.00000e+00
0.0770 0.0050 1.00000e+00
0.0776 0.0050 1.00000e+00
0.0781 0.0050 1.00000e+00
0.0787 0.0050 1.00000e+00
0.0792 0.0050 1.00000e+00
0.0798 0.0050 1.00000e+00
0.0803 0.0050 1.00000e+00
0.0809 0.0050 1.00000e+00
0.0814 0.0050 1.00000e+00
0.0820 0.0050 1.00000e+00
0.0825 0.0050 1.00000e+00
0.0830 0.0050 1.00000e+00
0.0836 0.0050 1.00000e+00
0.0842 0.0050 1.00000e+00
0.0847 0.0050 1.00000e+00
0.0853 0.0050 1.00000e+00
0.0858 0.0050 1.00000e+00
0.0864 0.0050 1.00000e+00
0.0869 0.0050 1.00000e+00
0.0874 0.0050 1.00000e+00
0.0880 0.0050 1.00000e+00
0.0886 0.0050 1.00000e+00
0.0891 0.0050 1.00000e+00
0.0897 0.0050 1.00000e+00
0.0902 0.0050 1.00000e+00
0.0908 0.0050 1.00000e+00
0.0913 0.0050 1.00000e+00
0.0919 0.0050 1.00000e+00
0.0924 0.0050 1.00000e+00
0.0930 0.0050 1.00000e+00
0.0935 0.0050 1.00000e+00
0.0941 0.0050 1.00000e+00
0.0946 0.0050 1.00000e+00
0.0952 0.0050 1.00000e+00
0.0957 0.0050 1.00000e+00
0.0963 0.0050 1.00000e+00
0.0968 0.0050 1.00000e+00
0.0974 0.0050 1.00000e+00
0.0979 0.0050 1.00000e+00
0.0985 0.0050 1.00000e+00
0.0990 0.0050 1.00000e+00
0.0995 0.0050 1.00000e+00
0.1001 0.0050 1.00000e+00
0.1007 0.0050 1.00000e+00
0.1012 0.0050 1.00000e+00
0.1018 0.0050 1.00000e+00
0.1023 0.0050 1.00000e+00
0.1029 0.0050 1.00000e+00
0.1034 0.0050 1.00000e+00
0.1040 0.0050 1.00000e+00
0.1045 0.0050 1.00000e+00
0.1051 0.0050 1.00000e+00
0.1056 0.0050 1.00000e+00
0.1062 0.0050 1.00000e+00
0.1067 0.0050 1.00000e+00
0.1073 0.0050 1.00000e+00
0.1078 0.0050 1.00000e+00
0.1084 0.0050 1.00000e+00
0.1089 0.0050 1.00000e+00
0.1095 0.0050 1.00000e+00
0.1100 0.0050 1.00000e+00
0.0000 0.0100 1.00000e+00
0.0006 0.0100 1.00000e+00
0.0011 0.0100 1.00000e+00
0.0016 0.0100 1.00000e+00
0.0022 0.0100 1.00000e+00
0.0028 0.0100 1.00000e+00
0.0033 0.0100 1.00000e+00
0.0039 0.0100 1.00000e+00
0.0044 0.0100 1.00000e+00
0.0050 0.0100 1.00000e+00
0.0055 0.0100 1.00000e+00
0.0061 0.0100 1.00000e+00
0.0066 0.0100 1.00000e+00
0.0072 0.0100 1.00000e+00
0.0077 0.0100 1.00000e+00
0.0083 0.0100 1.00000e+00
0.0088 0.0100 1.00000e+00
0.0094 0.0100 1.00000e+00
0.0099 0.0100 1.00000e+00
0.0105 0.0100 1.00000e+00
0.0110 0.0100 1.00000e+00
0.0116 0.0100 1.00000e+00
0.0121 0.0100 1.00000e+00
0.0127 0.0100 1.00000e+00
0.0132 0.0100 1.00000e+00
0.0138 0.0100 1.00000e+00
0.0143 0.0100 1.00000e+00
0.0149 0.0100 1.00000e+00
0.0154 0.0100 1.00000e+00
0.0160 0.0100 1.00000e+00
0.0165 0.0100 1.00000e+00
0.0171 0.0100 1.00000e+00
0.0176 0.0100 1.00000e+00
0.0181 0.0100 1.00000e+00
0.0187 0.0100 1.00000e+00
0.0192 0.0100 1.00000e+00
0.0198 0.0100 1.00000e+00
0.0204 0.0100 1.00000e+00
0.0209 0.0100 1.00000e+00
0.0215 0.0100 1.00000e+00
0.0220 0.0100 1.00000e+00
0.0226 0.0100 1.00000e+00
0.0231 0.0100 1.00000e+00
0.0237 0.0100 1.00000e+00
0.0242 0.0100 1.00000e+00
0.0248 0.0100 1.00000e+00
0.0253 0.0100 1.00000e+00
0.0259 0.0100 1.00000e+00
0.0264 0.0100 1.00000e+00
0.0270 0.0100 1.00000e+00
0.0275 0.0100 1.00000e+00
0.0281 0.0100 1.00000e+00
0.0286 0.0100 1.00000e+00
0.0292 0.0100 1.00000e+00
0.0297 0.0100 1.00000e+00
0.0303 0.0100 1.00000e+00
0.0308 0.0100 1.00000e+00
0.0314 0.0100 1.00000e+00
0.0319 0.0100 1.00000e+00
0.0324 0.0100 1.00000e+00
0.0330 0.0100 1.00000e+00
0.0336 0.0100 1.00000e+00
0.0341 0.0100 1.00000e+00
0.0347 0.0100 1.00000e+00
0.0352 0.0100 1.00000e+00
0.0358 0.0100 1.00000e+00
0.0363 0.0100 1.00000e+00
0.0369 0.0100 1.00000e+00
0.0374 0.0100 1.00000e+00
0.0380 0.0100 1.00000e+00
0.0385 0.0100 1.00000e+00
0.0391 0.0100 1.00000e+00
0.0396 0.0100 1.00000e+00
0.0402 0.0100 1.00000e+00
0.0407 0.0100 1.00000e+00
0.0413 0.0100 1.00000e+00
0.0418 0.0100 1.00000e+00
0.0424 0.0100 1.00000e+00
0.0429 0.0100 1.00000e+00
0.0435 0.0100 1.00000e+00
0.0440 0.0100 1.00000e+00
0.0445 0.0100 1.00000e+00
0.0451 0.0100 1.00000e+00
0.0457 0.0100 1.00000e+00
0.0462 0.0100 1.00000e+00
0.0467 0.0100 1.00000e+00
0.0473 0.0100 1.00000e+00
0.0479 0.0100 1.00000e+00
0.0484 0.0100 1.00000e+00
0.0490 0.0100 1.00000e+00
0.0495 0.0100 1.00000e+00
0.0501 0.0100 1.00000e+00
0.0506 0.0100 1.00000e+00
0.0512 0.0100 1.00000e+00
0.0517 0.0100 1.00000e+00
0.0523 0.0100 1.00000e+00
0.0528 0.0100 1.00000e+00
0.0534 0.0100 1.00000e+00
0.0539 0.0100 1.00000e+00
0.0545 0.0100 1.00000e+00
0.0550 0.0100 1.00000e+00
0.0556 0.0100 1.00000e+00
0.0561 0.0100 1.00000e+00
0.0567 0.0100 1.00000e+00
0.0572 0.0100 1.00000e+00
0.0578 0.0100 1.00000e+00
0.0583 0.0100 1.00000e+00
0.0589 0.0100 1.00000e+00
0.0594 0.0100 1.00000e+00
0.0600 0.0100 1.00000e+00
0.0605 0.0100 1.00000e+00
0.0611 0.0100 1.00000e+00
0.0616 0.0100 1.00000e+00
0.0622 0.0100 1.00000e+00
0.0627 0.0100 1.00000e+00
0.0633 0.0100 1.00000e+00
0.0638 0.0100 1.00000e+00
0.0644 0.0100 1.00000e+00
0.0649 0.0100 1.00000e+00
0.0655 0.0100 1.00000e+00
0.0660 0.0100 1.00000e+00
0.0665 0.0100 1.00000e+00
0.0671 0.0100 1.00000e+00
0.0677 0.0100 1.00000e+00
0.0682 0.0100 1.00000e+00
0.0688 0.0100 1.00000e+00
0.0693 0.0100 1.00000e+00
0.0699 0.0100 1.00000e+00
0.0704 0.0100 1.00000e+00
0.0709 0.0100 1.00000e+00
0.0715 0.0100 1.00000e+00
0.0721 0.0100 1.00000e+00
0.0726 0.0100 1.00000e+00
0.0732 0.0100 1.00000e+00
0.0737 0.0100 1.00000e+00
0.0743 0.0100 1.00000e+00
0.0748 0.0100 1.00000e+00
0.0754 0.0100 1.00000e+00
0.0759 0.0100 1.00000e+00
0.0765 0.0100 1.00000e+00
0.0770 0.0100 1.00000e+00
0.0776 0.0100 1.00000e+00
0.0781 0.0100 1.00000e+00
0.0787 0.0100 1.00000e+00
0.0792 0.0100 1.00000e+00
0.0798 0.0100 1.00000e+00
0.0803 0.0100 1.00000e+00
0.0809 0.0100 1.00000e+00
0.0814 0.0100 1.00000e+00
0.0820 0.0100 1.00000e+00
0.0825 0.0100 1.00000e+00
0.0830 0.0100 1.00000e+00
0.0836 0.0100 1.00000e+00
0.0842 0.0100 1.00000e+00
0.0847 0.0100 1.00000e+00
0.0853 0.0100 1.00000e+00
0.0858 0.0100 1.00000e+00
0.0864 0.0100 1.00000e+00
0.0869 0.0100 1.00000e+00
0.0874 0.0100 1.00000e+00
0.0880 0.0100 1.00000e+00
0.0886 0.0100 1.00000e+00
0.0891 0.0100 1.00000e+00
0.0897 0.0100 1.00000e+00
0.0902 0.0100 1.00000e+00
0.0908 0.0100 1.00000e+00
0.0913 0.0100 1.00000e+00
0.0919 0.0100 1.00000e+00
0.0924 0.0100 1.00000e+00
0.0930 0.0100 1.00000e+00
0.0935 0.0100 1.00000e+00
0.0941 0.0100 1.00000e+00
0.0946 0.0100 1.00000e+00
0.0952 0.0100 1.00000e+00
0.0957 0.0100 1.00000e+00
0.0963 0.0100 1.00000e+00
0.0968 0.0100 1.00000e+00
0.0974 0.0100 1.00000e+00
0.0979 0.0100 1.00000e+00
0.0985 0.0100 1.00000e+00
0.0990 0.0100 1.00000e+00
0.0995 0.0100 1.00000e+00
0.1001 0.0100 1.00000e+00
0.1007 0.0100 1.00000e+00
0.1012 0.0100 1.00000e+00
0.1018 0.0100 1.00000e+00
0.1023 0.0100 1.00000e+00
0.1029 0.0100 1.00000e+00
0.1034 0.0100 1.00000e+00
0.1040 0.0100 1.00000e+00
0.1045 0.0100 1.00000e+00
0.1051 0.0100 1.00000e+00
0.1056 0.0100 1.00000e+00
0.1062 0.0100 1.00000e+00
0.1067 0.0100 1.00000e+00
0.1073 0.0100 1.00000e+00
0.1078 0.0100 1.00000e+00
0.1084 0.0100 1.00000e+00
0.1089 0.0100 1.00000e+00
0.1095 0.0100 1.00000e+00
0.1100 0.0100 1.00000e+00
0.0000 0.0150 1.00000e+00
0.0006 0.0150 1.00000e+00
0.0011 0.0150 1.00000e+00
0.0016 0.0150 1.00000e+00
0.0022 0.0150 1.00000e+00
0.0028 0.0150 1.00000e+00
0.0033 0.0150 1.00000e+00
0.0039 0.0150 1.00000e+00
0.0044 0.0150 1.00000e+00
0.0050 0.0150 1.00000e+00
0.0055 0.0150 1.00000e+00
0.0061 0.0150 1.00000e+00
0.0066 0.0150 1.00000e+00
0.0072 0.0150 1.00000e+00
0.0077 0.0150 1.00000e+00
0.0083 0.0150 1.00000e+00
0.0088 0.0150 1.00000e+00
0.0094 0.0150 1.00000e+00
0.0099 0.0150 1.00000e+00
0.0105 0.0150 1.00000e+00
0.0110 0.0150 1.00000e+00
0.0116 0.0150 1.00000e+00
0.0121 0.0150 1.00000e+00
0.0127 0.0150 1.00000e+00
0.0132 0.0150 1.00000e+00
0.0138 0.0150 1.00000e+00
0.0143 0.0150 1.00000e+00
0.0149 0.0150 1.00000e+00
0.0154 0.0150 1.00000e+00
0.0160 0.0150 1.00000e+00
0.0165 0.0150 1.00000e+00
0.0171 0.0150 1.00000e+00
0.0176 0.0150 1.00000e+00
0.0181 0.0150 1.00000e+00
0.0187 0.0150 1.00000e+00
0.0192 0.0150 1.00000e+00
0.0198 0.0150 1.00000e+00
0.0204 0.0150 1.00000e+00
0.0209 0.0150 1.00000e+00
0.0215 0.0150 1.00000e+00
0.0220 0.0150 1.00000e+00
0.0226 0.0150 1.00000e+00
0.0231 0.0150 1.00000e+00
0.0237 0.0150 1.00000e+00
0.0242 0.0150 1.00000e+00
0.0248 0.0150 1.00000e+00
0.0253 0.0150 1.00000e+00
0.0259 0.0150 1.00000e+00
0.0264 0.0150 1.00000e+00
0.0270 0.0150 1.00000e+00
0.0275 0.0150 1.00000e+00
0.0281 0.0150 1.00000e+00
0.0286 0.0150 1.00000e+00
0.0292 0.0150 1.00000e+00
0.0297 0.0150 1.00000e+00
0.0303 0.0150 1.00000e+00
0.0308 0.0150 1.00000e+00
0.0314 0.0150 1.00000e+00
0.0319 0.0150 1.00000e+00
0.0324 0.0150 1.00000e+00
0.0330 0.0150 1.00000e+00
0.0336 0.0150 1.00000e+00
0.0341 0.0150 1.00000e+00
0.0347 0.0150 1.00000e+00
0.0352 0.0150 1.00000e+00
0.0358 0.0150 1.00000e+00
0.0363 0.0150 1.00000e+00
0.0369 0.0150 1.00000e+00
0.0374 0.0150 1.00000e+00
0.0380 0.0150 1.00000e+00
0.0385 0.0150 1.00000e+00
0.0391 0.0150 1.00000e+00
0.0396 0.0150 1.00000e+00
0.0402 0.0150 1.00000e+00
0.0407 0.0150 1.00000e+00
0.0413 0.0150 1.00000e+00
0.0418 0.0150 1.00000e+00
0.0424 0.0150 1.00000e+00
0.0429 0.0150 1.00000e+00
0.0435 0.0150 1.00000e+00
0.0440 0.0150 1.00000e+00
0.0445 0.0150 1.00000e+00
0.0451 0.0150 1.00000e+00
0.0457 0.0150 1.00000e+00
0.0462 0.0150 1.00000e+00
0.0467 0.0150 1.00000e+00
0.0473 0.0150 1.00000e+00
0.0479 0.0150 1.00000e+00
0.0484 0.0150 1.00000e+00
0.0490 0.0150 1.00000e+00
0.0495 0.0150 1.00000e+00
0.0501 0.0150 1.00000e+00
0.0506 0.0150 1.00000e+00
0.0512 0.0150 1.00000e+00
0.0517 0.0150 1.00000e+00
0.0523 0.0150 1.00000e+00
0.0528 0.0150 1.00000e+00
0.0534 0.0150 1.00000e+00
0.0539 0.0150 1.00000e+00
0.0545 0.0150 1.00000e+00
0.0550 0.0150 1.00000e+00
0.0556 0.0150 1.00000e+00
0.0561 0.0150 1.00000e+00
0.0567 0.0150 1.00000e+00
0.0572 0.0150 1.00000e+00
0.0578 0.0150 1.00000e+00
0.0583 0.0150 1.00000e+00
0.0589 0.0150 1.00000e+00
0.0594 0.0150 1.00000e+00
0.0600 0.0150 1.00000e+00
0.0605 0.0150 1.00000e+00
0.0611 0.0150 1.00000e+00
0.0616 0.0150 1.00000e+00
0.0622 0.0150 1.00000e+00
0.0627 0.0150 1.00000e+00
0.0633 0.0150 1.00000e+00
0.0638 0.0150 1.00000e+00
0.0644 0.0150 1.00000e+00
0.0649 0.0150 1.00000e+00
0.0655 0.0150 1.00000e+00
0.0660 0.0150 1.00000e+00
0.0665 0.0150 1.00000e+00
0.0671 0.0150 1.00000e+00
0.0677 0.0150 1.00000e+00
0.0682 0.0150 1.00000e+00
0.0688 0.0150 1.00000e+00
0.0693 0.0150 1.00000e+00
0.0699 0.0150 1.00000e+00
0.0704 0.0150 1.00000e+00
0.0709 0.0150 1.00000e+00
0.0715 0.0150 1.00000e+00
0.0721 0.0150 1.00000e+00
0.0726 0.0150 1.00000e+00
0.0732 0.0150 1.00000e+00
0.0737 0.0150 1.00000e+00
0.0743 0.0150 1.00000e+00
0.0748 0.0150 1.00000e+00
0.0754 0.0150 1.00000e+00
0.0759 0.0150 1.00000e+00
0.0765 0.0150 1.00000e+00
0.0770 0.0150 1.00000e+00
0.0776 0.0150 1.00000e+00
0.0781 0.0150 1.00000e+00
0.0787 0.0150 1.00000e+00
0.0792 0.0150 1.00000e+00
0.0798 0.0150 1.00000e+00
0.0803 0.0150 1.00000e+00
0.0809 0.0150 1.00000e+00
0.0814 0.0150 1.00000e+00
0.0820 0.0150 1.00000e+00
0.0825 0.0150 1.00000e+00
0.0830 0.0150 1.00000e+00
0.0836 0.0150 1.00000e+00
0.0842 0.0150 1.00000e+00
0.0847 0.0150 1.00000e+00
0.0853 0.0150 1.00000e+00
0.0858 0.0150 1.00000e+00
0.0864 0.0150 1.00000e+00
0.0869 0.0150 1.00000e+00
0.0874 0.0150 1.00000e+00
0.0880 0.0150 1.00000e+00
0.0886 0.0150 1.00000e+00
0.0891 0.0150 1.00000e+00
0.0897 0.0150 1.00000e+00
0.0902 0.0150 1.00000e+00
0.0908 0.0150 1.00000e+00
0.0913 0.0150 1.00000e+00
0.0919 0.0150 1.00000e+00
0.0924 0.0150 1.00000e+00
0.0930 0.0150 1.00000e+00
0.0935 0.0150 1.00000e+00
0.0941 0.0150 1.00000e+00
0.0946 0.0150 1.00000e+00
0.0952 0.0150 1.00000e+00
